"idIngredient","idRecipe","libelle"
"0","0","1 cube de bouillon de légumes"
"0","41","2 cubes de bouillon de boeuf"
"0","67","1 cube de bouillon de poule"
"0","77","1 cube de bouillon de volaille"
"0","89","1 cube de bouillon"
"0","167","1 cube de bouillon de légumes ou un Kub Or"
"0","226","1 cube de bouillon de volaille"
"0","269","1 cube de bouillon (légume ou volaille)"
"0","305","2 cubes de bouillon de poule"
"0","336","2 cubes de bouillon (légumes et épices)"
"0","419","1 cube de bouillon de poule"
"0","454","1 cube de bouillon de volaille"
"0","455","1 cube de bouillon de volaille"
"0","474","2 cubes de bouillon de poule"
"0","541","1 cube de bouillon de boeuf"
"0","559","1 cube de bouillon"
"0","665","1 cube de bouillon de volaille"
"0","696","50 cl de cube de bouillon"
"0","699","1 cube de bouillon de volaille"
"0","840","1 cube de bouillon de légumes"
"0","853","2 cubes de bouillon de légumes"
"0","865","2 cubes de bouillon de volaille dégraissé"
"0","866","2 cubes de bouillon culinaire"
"0","884","2 cubes de bouillon dégraissé"
"0","940","1 cube de bouillon ail_basilic"
"0","995","1 cube de bouillon de viande"
"1","0","2 carottes"
"1","1","1 carotte"
"1","32","200 g de carotte"
"1","41","5 carottes"
"1","80","6 carottes"
"1","94","1 carotte"
"1","122","4 carottes"
"1","136","1 carotte"
"1","145","1 carotte"
"1","146","2 carottes"
"1","162","2 carottes"
"1","165","500 g de carotte"
"1","173","4 carottes"
"1","192","2 carottes"
"1","208","1 kg de carotte"
"1","210","3 carottes"
"1","212","200 g de carotte"
"1","214","4 carottes"
"1","219","300 g de carotte râpées (3 à 4 grosses carottes)"
"1","224","5 carottes moyennes"
"1","226","2 carottes"
"1","232","6 carottes"
"1","255","3 carottes"
"1","265","250 g de carotte râpées"
"1","269","3 carottes"
"1","282","1 carotte"
"1","288","600 g de carotte"
"1","289","2 carottes"
"1","298","1 carotte"
"1","303","1 carotte"
"1","310","6 carottes de taille moyenne"
"1","313","4 carottes"
"1","316","1 carotte"
"1","346","1 carotte"
"1","368","3 carottes"
"1","390","6 carottes"
"1","394","1 carotte"
"1","402","1 carotte coupée en bâtonnets"
"1","420","8 carottes en botte"
"1","422","1 carotte"
"1","453","2 carottes coupées en rondelles"
"1","462","600 g de carotte"
"1","475","1 carotte"
"1","479","10 carottes environ"
"1","496","2 carottes"
"1","502","12 carottes (comptez-en 3 par personne environ)"
"1","514","2 carottes"
"1","522","1 carotte moyennes"
"1","540","1 carotte coupée très fin"
"1","541","6 carottes"
"1","551","250 g de carotte râpées"
"1","561","  de carotte ou de pomme de terre, tous cuits"
"1","604","5 carottes"
"1","616","4 carottes"
"1","623","1.5 kg de carotte"
"1","634","3 carottes"
"1","651","600 g de carotte"
"1","671","600 g de carotte coupées en rondelles"
"1","685","2 carottes"
"1","704","2 carottes"
"1","705","1 carotte"
"1","712","500 g de carotte"
"1","730","5 carottes"
"1","754","3 carottes en rondelles"
"1","756","300 g de carotte"
"1","758","3 carottes"
"1","778","300 g de carotte"
"1","800","2 carottes"
"1","808","1 carotte"
"1","815","8 carottes"
"1","819","5 carottes"
"1","820","2 kg de carotte grossièrement hachées"
"1","826","300 g de carotte"
"1","866","4 carottes"
"1","903","1 carotte"
"1","906","2 carottes et 1 navet"
"1","907","800 g de carotte"
"1","919","1 carotte"
"1","920","2 carottes moyennes"
"1","936","3 carottes"
"1","942","2 carottes"
"1","965","3 carottes"
"1","984","6 carottes"
"2","0","1 oignon jaune"
"2","1","3 oignons jaunes"
"2","17","2 oignons jaunes"
"2","144","2 oignons jaunes"
"2","151","1 oignon jaune"
"2","332","4 oignons jaunes"
"2","364","2 oignons jaunes"
"2","474","1 oignon jaune"
"2","774","4 oignons jaunes"
"2","984","2 oignons jaunes"
"3","0","1 petit pot de crème fraîche"
"3","7","2 c.à.s de crème fraîche"
"3","10","10 cl de crème fraîche"
"3","11","2 c.à.s de crème fraîche"
"3","21","25 cl de crème fraîche"
"3","33","50 cl de crème fraîche"
"3","38","40 cl de crème fraîche"
"3","40","20 cl de crème fraîche semi-liquide ou épaisse"
"3","43","2 c.à.s de crème fraîche"
"3","55","25 cl de crème fraîche"
"3","67","10 cl de crème fraîche"
"3","68","1 petit pot de crème fraîche"
"3","77","15 cl de crème fraîche"
"3","78","2 dl de crème fraîche"
"3","81","20 cl de crème fraîche"
"3","83","6 c.à.s de crème fraîche"
"3","89","1 c.à.s de crème fraîche"
"3","94","1 dl de crème fraîche"
"3","101","125 g de crème fraîche"
"3","104","20 cl de crème fraîche"
"3","105","4 c.à.s de crème fraîche"
"3","110","20 cl de crème fraîche"
"3","118","20 cl de crème fraîche"
"3","120","1 petit pot de crème fraîche"
"3","123","250 g de crème fraîche"
"3","124","4 c.à.s de crème fraîche allégée"
"3","138","crème fraîche"
"3","139","2 c.à.s de crème fraîche"
"3","146","20 cl de crème fraîche"
"3","158","10 cl de crème fraîche"
"3","161","500 g de crème fraîche épaisse de bonne qualité"
"3","167","crème fraîche"
"3","185","200 g de crème fraîche épaisse"
"3","204","25 cl de crème fraîche"
"3","205","25 cl de crème fraîche"
"3","213","1 c.à.s de crème fraîche"
"3","223","1 c.à.s de crème fraîche"
"3","224","250 g de crème fraîche"
"3","226","10 cl de crème fraîche"
"3","233","20 cl de crème fraîche fleurette"
"3","237","2 c.à.s de crème fraîche"
"3","247","20 cl de crème fraîche"
"3","252","350 g de crème fraîche entière liquide"
"3","254","10 cl de crème fraîche"
"3","257","2 c.à.s de crème fraîche"
"3","259","1 pot de crème fraîche"
"3","267","crème fraîche"
"3","285","20 cl de crème fraîche (un petit berlingot)"
"3","287","50 cl de crème fraîche"
"3","308","1 petit pot de crème fraîche (10cl)"
"3","310","4 c.à.s de crème fraîche"
"3","312","2 c.à.s de crème fraîche"
"3","314","150 g de crème fraîche"
"3","318","25 cl de crème fraîche"
"3","322","3 c.à.s de crème fraîche"
"3","324","2 c.à.s de crème fraîche"
"3","325","15 cl de crème fraîche"
"3","328","50 cl de crème fraîche semi-épaisse ou épaisse"
"3","335","2 c.à.s de crème fraîche"
"3","345","500 g de crème fraîche de bonne qualité"
"3","347","1 petit pot de crème fraîche"
"3","351","20 cl de crème fraîche"
"3","365","crème fraîche"
"3","373","20 cl de crème fraîche"
"3","376","20 cl de crème fraîche"
"3","394","20 cl de crème fraîche"
"3","400","1⁄2 pot de crème fraîche et un peu de lait"
"3","404","1 briquette de crème fraîche entière liquide,"
"3","405","crème fraîche entière épaisse (20 cl)"
"3","406","4 c.à.s de crème fraîche"
"3","421","25 cl de crème fraîche"
"3","434","2 c.à.s de crème fraîche"
"3","437","8 cl de crème fraîche"
"3","446","20 cl de crème fraîche"
"3","449","10 cl de crème fraîche"
"3","452","15 cl de crème fraîche"
"3","463","20 cl de crème fraîche"
"3","483","3 c.à.s de crème fraîche"
"3","489","1 petit pot de crème fraîche"
"3","495","10 cl de crème fraîche"
"3","501","20 cl de crème fraîche"
"3","504","3 c.à.s de crème fraîche"
"3","514","1 c.à.s de crème fraîche"
"3","524","crème fraîche"
"3","528","20 cl de crème fraîche"
"3","537","20 cl de crème fraîche"
"3","548","1 pot de crème fraîche"
"3","553","150 g de crème fraîche"
"3","556","20 cl de crème fraîche"
"3","557","5 c.à.s de crème fraîche à 5 % matière grasse"
"3","559","100 ml de crème fraîche"
"3","570","30 cl de crème fraîche"
"3","586","2 c.à.s de crème fraîche"
"3","591","20 cl de crème fraîche"
"3","593","35 cl de crème fraîche"
"3","601","20 cl de crème fraîche"
"3","606","20 cl de crème fraîche"
"3","618","25 cl de crème fraîche"
"3","623","4 grosses cuillères de crème fraîche"
"3","624","4 crème fraîche"
"3","636","crème fraîche (20 cl)"
"3","638","3 cuillères de crème fraîche"
"3","653","2 c.à.s de crème fraîche"
"3","656","20 cl de crème fraîche"
"3","657","1 pot de crème fraîche"
"3","672","1 c.à.s de crème fraîche"
"3","680","2 c.à.s de crème fraîche"
"3","685","10 cl de crème fraîche"
"3","692","20 cl de crème fraîche"
"3","695","1 petit pot de crème fraîche"
"3","703","25 cl de crème fraîche"
"3","711","10 cl de crème fraîche"
"3","712","10 cl de crème fraîche"
"3","715","10 cl de crème fraîche"
"3","724","25 cl de crème fraîche fluide"
"3","726","100 g de crème fraîche"
"3","732","25 cl de crème fraîche"
"3","737","200 g de crème fraîche"
"3","742","50 cl de crème fraîche"
"3","746","40 cl de crème fraîche à 8% de matière grasse"
"3","757","20 cl de crème fraîche"
"3","771","4 c.à.s de crème fraîche"
"3","778","10 cl de crème fraîche"
"3","783","3 c.à.s de crème fraîche"
"3","786","1 petit pot de crème fraîche"
"3","792","250 g de crème fraîche"
"3","795","1 pot de crème fraîche"
"3","797","1⁄4 l de crème fraîche"
"3","807","20 cl de crème fraîche"
"3","814","30 cl de crème fraîche"
"3","821","4 c.à.s de crème fraîche"
"3","826","40 cl de crème fraîche"
"3","831","1 c.à.s de crème fraîche"
"3","833","1 petit pot de crème fraîche"
"3","836","crème fraîche"
"3","837","25 cl de crème fraîche"
"3","849","1⁄2 bol de crème fraîche"
"3","862","1 pot de crème fraîche (50 cl)"
"3","865","4 c.à.s de crème fraîche"
"3","884","2 dl de crème fraîche"
"3","886","20 cl de crème fraîche"
"3","890","30 cl de crème fraîche"
"3","899","1 pot de crème fraîche"
"3","903","2 c.à.s de crème fraîche"
"3","919","40 cl de crème fraîche"
"3","925","80 g de crème fraîche"
"3","934","20 cl de crème fraîche"
"3","935","1 petit pot de crème fraîche (20 cl)"
"3","936","3 c.à.s de crème fraîche"
"3","958","1 verre de crème fraîche légère liquide"
"3","961","6 c.à.s de crème fraîche"
"3","969","10 cl de crème fraîche"
"3","983","20 cl de crème fraîche"
"3","984","10 cl de crème fraîche"
"3","985","1 petit pot de crème fraîche"
"3","993","20 cl de crème fraîche"
"4","0","farine"
"4","1","100 g de farine"
"4","2","3 c.à.s de farine"
"4","3","125 g de farine"
"4","5","1 c.à.s de farine"
"4","10","2 grosse c.à.s de farine"
"4","12","250 g de farine"
"4","13","100 g de farine"
"4","16","2 c.à.s de farine"
"4","18","150 g de farine"
"4","19","150 g de farine"
"4","20","250 g de farine"
"4","23","150 g de farine"
"4","24","1 c.à.s de farine"
"4","25","50 g de farine"
"4","27","2 c.à.s de farine"
"4","29","60 g de farine"
"4","32","farine"
"4","36","2 c.à.s de farine rases"
"4","42","100 g de farine"
"4","43","2 c.à.s de farine"
"4","44","250 g de farine"
"4","46","250 g de farine"
"4","47","125 g de farine"
"4","51","200 g de farine"
"4","54","60 g de farine"
"4","55","250 g de farine"
"4","59","50 g de farine"
"4","60","150 g de farine tamisée"
"4","61","300 g de farine"
"4","65","150 g de farine"
"4","66","500 g de farine"
"4","71","100 g de farine"
"4","73","250 g de farine"
"4","74","120 g de farine"
"4","76","440 g de farine blanche"
"4","79","20 g de farine"
"4","82","100 g de farine"
"4","85","300 g de farine"
"4","88","75 g de farine"
"4","94","1 c.à.s de farine"
"4","98","350 g de farine"
"4","99","100 g de farine"
"4","100","100 g de farine"
"4","101","200 g de farine"
"4","105","1 c.à.s de farine"
"4","106","10 g de farine"
"4","107","60 g de farine"
"4","109","500 g de farine"
"4","113","50 g de farine"
"4","115","2 c.à.s de farine"
"4","116","250 g de farine"
"4","117","30 g de farine"
"4","119","150 g de farine"
"4","128","150 g de farine"
"4","130","240 g de farine"
"4","133","150 g de farine"
"4","134","125 g de farine"
"4","136","2 c.à.s de farine"
"4","140","150 g de farine"
"4","142","200 g de farine"
"4","143","250 g de farine"
"4","149","250 g de farine"
"4","153","3 pots de farine"
"4","154","250 g de farine"
"4","155","60 g de farine"
"4","156","2 grosse c.à.s de farine"
"4","158","250 g de farine"
"4","162","2 c.à.s de farine"
"4","163","200 g de farine"
"4","164","250 g de farine"
"4","166","farine et de beurre"
"4","170","200 g de farine"
"4","172","125 g de farine"
"4","180","4 c.à.s de farine"
"4","181","150 g de farine"
"4","185","200 g de farine"
"4","186","25 g de farine"
"4","187","110 g de farine"
"4","188","5 cuillères de farine (100 g)"
"4","190","30 g de farine"
"4","194","300 g de farine"
"4","195","40 g de farine"
"4","198","150 g de farine"
"4","201","500 g de farine"
"4","202","150 g de farine"
"4","203","60 g de farine"
"4","204","2 c.à.s de farine"
"4","205","500 g de farine"
"4","209","300 g de farine"
"4","210","2 c.à.s de farine"
"4","218","150 g de farine"
"4","219","250 g de farine fluide"
"4","221","250 g de farine"
"4","222","250 g de farine"
"4","223","200 g de farine"
"4","226","30 g de farine"
"4","228","1 verre de farine"
"4","230","200 g de farine"
"4","231","250 g de farine"
"4","237","50 g de farine"
"4","239","200 g de farine"
"4","241","30 g de farine"
"4","242","250 g de farine"
"4","243","250 g de farine"
"4","245","150 g de farine"
"4","246","490 g de farine"
"4","251","150 g de farine"
"4","252","60 g de farine"
"4","255","2 c.à.s de farine"
"4","261","280 g de farine"
"4","262","300 g de farine"
"4","264","50 g de farine"
"4","265","200 g de farine"
"4","272","45 g de farine"
"4","278","150 g de farine"
"4","279","20 g de farine"
"4","281","60 g de farine"
"4","283","2 c.à.s de farine"
"4","285","2 c.à.s de farine"
"4","290","250 g de farine"
"4","297","2 c.à.s de farine"
"4","300","40 g de farine"
"4","306","40 g de farine"
"4","311","35 g de farine"
"4","312","50 g de farine"
"4","313","1 c.à.s de farine"
"4","314","60 g de farine"
"4","320","1 c.à.s de farine"
"4","321","2 c.à.s de farine"
"4","323","50 g de farine fluide"
"4","328","50 g de farine"
"4","329","1 c.à.s de farine"
"4","330","500 g de farine ordinaire"
"4","334","150 g de farine"
"4","335","1 c.à.s de farine"
"4","338","1 c.à.s de farine"
"4","339","200 g de farine"
"4","341","240 g de farine"
"4","346","25 g de farine"
"4","348","100 g de farine"
"4","350","250 g de farine"
"4","355","125 g de farine"
"4","356","250 g de farine"
"4","360","50 g de farine"
"4","367","2 c.à.s de farine fluide"
"4","368","1 c.à.s rase de farine"
"4","370","150 g de farine"
"4","371","200 g de farine"
"4","372","250 g de farine"
"4","375","180 g de farine à levure incorporée"
"4","379","200 g de farine"
"4","380","130 g de farine"
"4","384","140 g de farine"
"4","385","125 g de farine"
"4","388","125 g de farine"
"4","394","2 c.à.s de farine"
"4","402","1 c.à.s de farine ou maïzena"
"4","406","farine"
"4","408","200 g de farine"
"4","411","10 g de farine"
"4","413","300 g de farine"
"4","414","150 g de farine"
"4","420","1 c.à.s de farine (complète ou bise, si possible)"
"4","427","150 g de farine"
"4","433","150 g de farine"
"4","437","120 g de farine"
"4","438","300 g de farine tamisée"
"4","443","50 g de farine"
"4","446","2 c.à.s de farine"
"4","451","250 g de farine"
"4","453","1 c.à.s de farine"
"4","456","120 g de farine"
"4","459","200 g de farine"
"4","461","2 c.à.s de farine"
"4","464","250 g de farine"
"4","465","200 g de farine"
"4","466","30 g de farine"
"4","468","3 pots de farine"
"4","469","75 g de farine"
"4","477","160 g de farine"
"4","479","3 c.à.s de farine"
"4","480","125 g de farine tamisée"
"4","481","60 g de farine"
"4","482","2 pots de farine"
"4","483","1 c.à.s de farine"
"4","485","farine"
"4","488","2 pots de farine"
"4","490","30 g de farine"
"4","491","100 g de farine"
"4","492","200 g de farine"
"4","496","1 c.à.s de farine"
"4","498","4 c.à.s de farine"
"4","499","250 g de farine"
"4","504","100 g de farine"
"4","507","150 g de farine"
"4","511","1 pot de farine + 1 sachet de levure"
"4","512","5 c.à.s de farine"
"4","514","1 c.à.s de farine"
"4","520","250 g de farine"
"4","521","250 g de farine"
"4","524","160 g de farine"
"4","527","3 pots de farine"
"4","531","100 g de farine"
"4","533","125 g de farine"
"4","534","80 g de farine"
"4","535","200 g de farine tamisée"
"4","537","150 g de farine"
"4","538","100 g de farine"
"4","540","farine"
"4","542","2 c.à.s de farine"
"4","543","450 g de farine type 55"
"4","545","100 g de farine"
"4","550","100 g de farine tamisée"
"4","551","50 g de farine"
"4","553","60 g de farine"
"4","563","220 g de farine"
"4","564","200 g de farine"
"4","567","1 verre de farine"
"4","568","30 g de farine"
"4","572","200 g de farine"
"4","573","30 g de farine"
"4","574","150 g de farine"
"4","575","160 g de farine"
"4","579","80 g de farine"
"4","580","1 kg de farine"
"4","581","250 g de farine"
"4","582","175 g de farine"
"4","584","60 g de farine (20 g de farine par blanc d'oeuf)"
"4","585","200 g de farine"
"4","588","150 g de farine"
"4","590","250 g de farine"
"4","596","60 g de farine"
"4","601","2 c.à.s de farine"
"4","603","100 g de farine"
"4","607","500 g de farine T55"
"4","610","2 cuillères de farine rase de farine"
"4","611","125 g de farine"
"4","612","200 g de farine"
"4","614","250 g de farine"
"4","620","50 g de farine"
"4","628","125 g de farine"
"4","629","300 g de farine"
"4","630","500 g de farine tamisée"
"4","634","50 g de farine"
"4","644","25 g de farine"
"4","645","15 g de farine"
"4","646","250 g de farine"
"4","649","110 g de farine"
"4","650","200 g de farine"
"4","657","1 c.à.s de farine"
"4","664","3 pots de farine"
"4","672","1 c.à.s de farine"
"4","673","150 g de farine"
"4","676","100 g de farine"
"4","677","6 c.à.s de farine"
"4","681","2 c.à.s de farine (facultatif)"
"4","682","350 g de farine"
"4","684","50 g de farine"
"4","687","10 c.à.s de farine"
"4","688","250 g de farine"
"4","690","3 pots de farine"
"4","692","farine"
"4","693","500 g de farine"
"4","699","3 c.à.s de farine"
"4","700","150 g de farine"
"4","704","50 g de farine"
"4","717","farine"
"4","719","210 g de farine"
"4","720","300 g de farine"
"4","721","250 g de farine fine"
"4","722","175 g de farine"
"4","723","3 pots de farine"
"4","726","125 g de farine"
"4","728","250 g de farine"
"4","731","150 g de farine"
"4","733","100 g de farine"
"4","737","125 g de farine"
"4","738","300 g de farine"
"4","740","150 g de farine"
"4","741","280 g de farine"
"4","744","240 g de farine"
"4","747","500 g de farine"
"4","748","2 c.à.c de farine tamisée"
"4","749","120 g de farine"
"4","752","250 g de farine tamisée"
"4","756","200 g de farine"
"4","758","100 g de farine"
"4","761","125 g de farine"
"4","764","1 c.à.s de farine"
"4","766","40 g de farine"
"4","767","90 g de farine"
"4","770","120 g de farine"
"4","773","1 tasse de farine"
"4","775","150 g de farine"
"4","777","4 c.à.s de farine"
"4","781","50 g de farine"
"4","784","500 g de farine"
"4","789","farine"
"4","791","450 g de farine"
"4","793","20 g de farine"
"4","794","40 g de farine"
"4","796","120 g de farine"
"4","798","200 g de farine"
"4","801","150 g de farine"
"4","804","150 g de farine"
"4","806","200 g de farine"
"4","812","125 g de farine"
"4","824","100 g de farine"
"4","825","100 g de farine"
"4","827","125 g de farine"
"4","833","180 g de farine"
"4","834","3 c.à.s de farine"
"4","835","100 g de farine"
"4","843","65 g de farine"
"4","847","200 g de farine"
"4","855","1 grosse cuillère de farine"
"4","856","1 c.à.s de farine"
"4","860","100 g de farine"
"4","861","230 g de farine"
"4","868","20 g de farine"
"4","869","farine"
"4","875","120 g de farine"
"4","876","220 g de farine"
"4","880","500 g de farine"
"4","887","125 g de farine"
"4","889","300 g de farine"
"4","895","200 g de farine"
"4","898","150 g de farine"
"4","900","500 g de farine T55"
"4","902","250 g de farine"
"4","908","125 g de farine"
"4","909","250 g de farine"
"4","913","180 g de farine"
"4","921","300 g de farine"
"4","924","150 g de farine"
"4","926","300 g de farine"
"4","928","80 g de farine"
"4","929","150 g de farine"
"4","938","300 g de farine"
"4","939","100 g de farine"
"4","944","70 g de farine"
"4","951","70 g de farine + un demi paquet de levure"
"4","953","200 g de farine"
"4","956","350 g de farine"
"4","963","500 g de farine"
"4","970","225 g de farine"
"4","973","1 c.à.s rase de farine"
"4","975","150 g de farine"
"4","979","3 c.à.s de farine"
"4","980","100 g de farine"
"4","982","30 g de farine tamisée"
"4","983","50 g de farine"
"4","984","70 g de farine"
"4","985","1 c.à.s de farine"
"4","986","60 g de farine"
"4","994","150 g de farine"
"5","0","sel"
"5","1","sel"
"5","2","sel"
"5","4","sel"
"5","7","sel"
"5","10","sel"
"5","11","sel"
"5","12","1 pincée de sel"
"5","15","sel"
"5","16","sel"
"5","24","sel"
"5","25","sel"
"5","26","sel"
"5","27","sel"
"5","30","1 pincée de sel"
"5","32","sel"
"5","33","sel"
"5","34","sel"
"5","35","sel"
"5","37","sel"
"5","40","1 pincée de sel"
"5","43","sel"
"5","44","1 pincée de sel"
"5","46","1 pincée de sel"
"5","49","sel de Guérande"
"5","50","sel"
"5","51","1 pincée de sel"
"5","55","sel"
"5","56","sel"
"5","58","sel"
"5","60","sel"
"5","66","1 c.à.c de sel"
"5","67","sel"
"5","68","sel"
"5","69","sel"
"5","73","1 pincée de sel"
"5","76","1⁄2 c.à.c de sel"
"5","77","sel"
"5","80","sel"
"5","81","sel"
"5","82","1 pincée de sel"
"5","85","1⁄2 c.à.c de sel"
"5","86","sel"
"5","91","sel"
"5","92","sel"
"5","95","sel"
"5","96","sel"
"5","98","sel"
"5","99","1 pincée de sel"
"5","101","1 pincée de sel"
"5","102","sel"
"5","103","sel"
"5","104","sel"
"5","105","sel"
"5","109","10 g de sel"
"5","110","sel"
"5","114","sel"
"5","117","1 pincée de sel"
"5","118","sel"
"5","119","1 pincée de sel"
"5","120","sel"
"5","122","sel"
"5","123","sel"
"5","124","sel"
"5","125","sel"
"5","127","sel"
"5","128","1⁄2 c.à.c de sel"
"5","129","sel"
"5","131","sel"
"5","133","1 pincée de sel"
"5","135","sel"
"5","136","sel"
"5","139","sel"
"5","140","1 pincée de sel"
"5","143","1 bonne pincée de sel"
"5","144","sel"
"5","145","sel"
"5","146","sel"
"5","147","sel"
"5","148","sel"
"5","150","sel"
"5","151","sel"
"5","154","1 bonne pincée de sel fin"
"5","157","sel"
"5","158","sel"
"5","159","sel"
"5","160","sel"
"5","161","sel"
"5","164","1 pincée de sel"
"5","165","sel"
"5","166","sel"
"5","170","1 pincée de sel"
"5","171","1 pincée de sel"
"5","175","sel"
"5","176","sel"
"5","177","sel"
"5","179","1 pincée de sel"
"5","181","1⁄2 c.à.c de sel"
"5","184","sel"
"5","185","1 pincée de sel"
"5","188","1 pincée de sel"
"5","190","1 pincée de sel"
"5","191","sel"
"5","193","sel"
"5","194","1 pincée de sel"
"5","196","sel"
"5","200","sel"
"5","202","1 c.à.c de sel"
"5","203","sel"
"5","205","1 pincée de sel"
"5","206","sel"
"5","208","sel de Guérande"
"5","210","sel"
"5","211","sel"
"5","212","sel"
"5","213","sel"
"5","214","sel"
"5","215","sel"
"5","216","sel"
"5","218","1 pincée de sel"
"5","220","1 petite poignée de sel gros"
"5","221","1⁄2 c.à.c de sel"
"5","222","1 pincée de sel"
"5","223","sel"
"5","224","sel"
"5","226","sel"
"5","227","sel"
"5","233","sel"
"5","234","sel"
"5","235","2 c.à.c de sel"
"5","236","sel"
"5","239","1 pincée de sel"
"5","241","sel"
"5","242","1 pincée de sel"
"5","243","1 c.à.c de sel"
"5","246","2 c.à.c de sel"
"5","247","sel"
"5","248","1 pincée de sel"
"5","249","sel"
"5","251","1 pincée de sel"
"5","257","sel"
"5","258","sel"
"5","259","sel _poivre"
"5","260","1 pincée de sel"
"5","261","1 pincée de sel"
"5","266","sel"
"5","267","sel"
"5","271","sel"
"5","273","sel"
"5","274","sel"
"5","277","sel"
"5","283","sel"
"5","287","sel"
"5","291","sel"
"5","293","sel"
"5","294","sel"
"5","295","1 pincée de sel"
"5","296","sel"
"5","297","sel"
"5","298","sel"
"5","299","sel"
"5","300","1 pincée de sel"
"5","301","sel"
"5","309","sel"
"5","310","sel"
"5","313","sel"
"5","314","sel"
"5","315","1 pincée de sel"
"5","320","sel"
"5","322","sel"
"5","323","1 petite pincée de sel"
"5","324","sel"
"5","325","sel"
"5","326","1 pincée de sel"
"5","327","sel"
"5","330","10 g de sel (environ 2 cuillères à café rases)"
"5","331","sel"
"5","333","sel"
"5","334","1 pincée de sel"
"5","335","sel"
"5","336","sel"
"5","337","sel"
"5","338","sel"
"5","340","sel"
"5","342","sel"
"5","343","sel"
"5","344","1 pincée de sel"
"5","347","sel"
"5","348","1 pincée de sel"
"5","349","sel et un peu de poivre"
"5","350","1 pincée de sel"
"5","351","sel"
"5","353","sel"
"5","354","sel"
"5","357","sel"
"5","358","sel"
"5","359","sel"
"5","365","sel"
"5","366","sel"
"5","367","sel"
"5","370","sel"
"5","373","sel"
"5","374","sel"
"5","375","1⁄2 c.à.c de sel"
"5","376","1 pincée de sel"
"5","377","sel"
"5","379","1 pincée de sel"
"5","383","sel"
"5","386","sel"
"5","388","sel"
"5","390","sel"
"5","392","sel"
"5","393","sel"
"5","394","sel"
"5","398","1 pincée de sel"
"5","399","sel"
"5","400","sel"
"5","401","sel"
"5","402","sel"
"5","405","sel (1 pincée)"
"5","406","sel"
"5","409","sel"
"5","411","sel"
"5","413","1 sel"
"5","416","sel"
"5","417","sel"
"5","418","sel"
"5","419","1 pincée de sel"
"5","421","sel"
"5","426","sel"
"5","428","sel"
"5","434","sel"
"5","442","2 pincées de sel"
"5","444","sel"
"5","447","sel"
"5","453","sel"
"5","458","sel"
"5","459","1 pincée de sel"
"5","460","sel"
"5","461","sel"
"5","462","sel"
"5","464","1 pincée de sel"
"5","470","sel"
"5","472","sel"
"5","478","sel"
"5","480","1 pincée de sel"
"5","481","1 pincée de sel"
"5","485","sel"
"5","487","sel"
"5","489","sel"
"5","493","1 pincée de sel"
"5","494","sel"
"5","496","sel"
"5","503","sel"
"5","505","sel"
"5","507","sel"
"5","508","sel"
"5","509","sel"
"5","511","1 pincée de sel"
"5","515","sel"
"5","516","sel"
"5","517","sel"
"5","518","sel"
"5","519","sel"
"5","521","1 pincée de sel"
"5","522","1 pincée de sel"
"5","523","sel"
"5","528","sel"
"5","529","sel"
"5","537","1 pincée de sel"
"5","539","sel"
"5","540","sel"
"5","543","1.5 c.à.c de sel"
"5","544","sel"
"5","545","sel"
"5","548","sel"
"5","549","sel"
"5","552","sel"
"5","553","1 pincée de sel"
"5","556","sel"
"5","557","sel"
"5","558","sel"
"5","559","sel (peu ou pas du tout), poivre"
"5","561","sel au goût"
"5","562","1 pincée de sel"
"5","564","1 pincée de sel"
"5","568","sel"
"5","571","sel"
"5","573","sel"
"5","576","sel"
"5","577","sel"
"5","578","sel"
"5","580","1 c.à.c de sel"
"5","581","1 pincée de sel"
"5","582","1 pincée de sel"
"5","586","sel"
"5","589","sel"
"5","593","sel"
"5","595","sel"
"5","596","sel"
"5","600","sel"
"5","602","sel"
"5","604","sel"
"5","606","sel"
"5","607","1 c.à.c de sel"
"5","608","sel"
"5","611","1⁄2 c.à.c de sel"
"5","612","1 pincée de sel"
"5","613","sel"
"5","615","sel"
"5","617","sel"
"5","619","sel"
"5","623","sel"
"5","624","sel"
"5","628","1 pincée de sel"
"5","630","1 pincée de sel"
"5","632","sel"
"5","633","sel"
"5","634","sel"
"5","636","sel"
"5","637","sel"
"5","638","sel"
"5","639","sel"
"5","640","sel"
"5","646","sel"
"5","648","sel"
"5","649","1 pincée de sel"
"5","651","sel"
"5","653","sel"
"5","657","sel"
"5","660","2 c.à.c de sel"
"5","661","sel"
"5","665","sel"
"5","666","sel"
"5","667","sel"
"5","669","sel"
"5","671","sel"
"5","672","sel"
"5","673","sel"
"5","674","sel"
"5","675","sel"
"5","678","sel"
"5","679","1 pincée de sel"
"5","680","sel"
"5","681","sel"
"5","685","sel"
"5","686","sel"
"5","692","sel"
"5","693","5 g de sel fin"
"5","695","sel"
"5","696","sel"
"5","698","1 pincée de sel"
"5","699","sel"
"5","701","sel"
"5","702","sel"
"5","703","sel"
"5","704","sel"
"5","705","sel"
"5","706","1 pincée de sel"
"5","708","sel fin"
"5","710","sel"
"5","712","sel"
"5","713","sel"
"5","715","sel fin, poivre"
"5","717","sel"
"5","718","sel"
"5","720","sel"
"5","724","sel"
"5","725","sel"
"5","729","sel"
"5","730","sel"
"5","732","sel"
"5","733","1 pincée de sel"
"5","735","sel"
"5","736","sel"
