"idRecipe","nameRecipe","difficulte","prix","quantite","image"
"49","Carbonades flamandes traditionnelles","très facile","bon marché","4 personnes","['https:__assets.afcdn.com_recipe_20130201_9458_w150h150c1cx1250cy1875.webp', 'https:__assets.afcdn.com_recipe_20180712_80825_w150h150c1cx1920cy1080cxb3840cyb2160.webp', 'https:__assets.afcdn.com_recipe_20111026_27987_w150h150c1cx256cy192.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"50","Tarte tatin aux endives et chavignol","facile","moyen","4 personnes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"51","Pain d'épices aux fruits secs facile","très facile","bon marché","8 personnes","['https:__assets.afcdn.com_recipe_20201201_116004_w150h150c1cx2000cy3000cxb4000cyb6000.webp', 'https:__assets.afcdn.com_recipe_20160527_2316_w150h150c1cx3000cy2000.webp', 'https:__assets.afcdn.com_recipe_20131018_2313_w150h150c1cx1024cy680.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"52","Tarte aux pommes","facile","bon marché","6 personnes","['https:__assets.afcdn.com_recipe_20220128_128250_w150h150c1cx1294cy688cxb2037cyb1472.webp', 'https:__assets.afcdn.com_recipe_20120905_13569_w150h150c1cx192cy256.webp', 'https:__assets.afcdn.com_recipe_20221019_136424_w150h150c1cx3072cy1728cxb6144cyb3456.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"53","Galette des rois facile","très facile","bon marché","6 personnes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"54","Financier minute (pour utiliser des blancs d'oeuf)","très facile","bon marché","4 personnes","['https:__assets.afcdn.com_recipe_20200430_110248_w150h150c1cx960cy540cxb1920cyb1080.webp', 'https:__assets.afcdn.com_recipe_20200430_110249_w150h150c1cx540cy960cxb1080cyb1920.webp', 'https:__assets.afcdn.com_recipe_20131201_10643_w150h150c1cx1632cy1224.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"55","Tarte aux poireaux et aux lardons","facile","bon marché","6 personnes","['https:__assets.afcdn.com_recipe_20160325_58176_w150h150c1cx2808cy1872.webp', 'https:__assets.afcdn.com_recipe_20180713_81163_w150h150c1cx1944cy2592cxb3888cyb5184.webp', 'https:__assets.afcdn.com_recipe_20131019_65092_w150h150c1cx1280cy960.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"56","Tarte tatin de légumes","très facile","bon marché","6 personnes","['https:__assets.afcdn.com_recipe_20160404_63886_w150h150c1cx998cy1500.webp', 'https:__assets.afcdn.com_recipe_20140407_62534_w150h150c1cx768cy1024.webp', 'https:__assets.afcdn.com_recipe_20100120_62054_w150h150c1cx256cy192.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"57","Crème anglaise réussie, onctueuse à souhait","facile","bon marché","50 cl","['https:__assets.afcdn.com_recipe_20160405_61763_w150h150c1cx1000cy1500.webp', 'https:__assets.afcdn.com_recipe_20180713_81032_w150h150c1cx1944cy2592cxb3888cyb5184.webp', 'https:__assets.afcdn.com_recipe_20100120_56110_w150h150c1cx256cy192.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"58","Sauté de veau de Lisbonne","facile","moyen","3 personnes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"59","Gâteau au chocolat fondant rapide","très facile","bon marché","6 personnes","['https:__assets.afcdn.com_recipe_20230620_143582_w150h150c1cx3072cy1728cxb6144cyb3456.webp', 'https:__assets.afcdn.com_recipe_20190529_93106_w150h150c1cx3744cy2104cxb7488cyb4208.webp', 'https:__assets.afcdn.com_recipe_20190529_93102_w150h150c1cx1872cy2636cxb3744cyb5272.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"60","Gougères au fromage","facile","bon marché","6 personnes","['https:__assets.afcdn.com_recipe_20160513_2643_w150h150c1cx1908cy2861.webp', 'https:__assets.afcdn.com_recipe_20160513_2644_w150h150c1cx2000cy3000.webp', 'https:__assets.afcdn.com_recipe_20100120_1528_w150h150c1cx192cy256.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"61","Gâteau d'anniversaire","facile","moyen","10 personnes","['https:__assets.afcdn.com_recipe_20190529_93143_w150h150c1cx2592cy1728cxb5184cyb3456.webp', 'https:__assets.afcdn.com_recipe_20181017_82777_w150h150c1cx1829cy2438cxb3658cyb4877.webp', 'https:__assets.afcdn.com_recipe_20190529_93141_w150h150c1cx2903cy2109cxb5807cyb4218.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"62","Crevettes au curry express","très facile","moyen","2 personnes","['https:__assets.afcdn.com_recipe_20150225_32437_w150h150c1cx1250cy1747.webp', 'https:__assets.afcdn.com_recipe_20100120_27272_w150h150c1cx256cy192.webp', 'https:__assets.afcdn.com_recipe_20140313_26828_w150h150c1cx1632cy1224.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"63","Crème de citron (Lemon curd)","moyenne","bon marché","4 personnes","['https:__assets.afcdn.com_recipe_20160405_21836_w150h150c1cx2338cy1548.webp', 'https:__assets.afcdn.com_recipe_20160405_21835_w150h150c1cx1490cy2249.webp', 'https:__assets.afcdn.com_recipe_20160405_21829_w150h150c1cx1527cy2305.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"64","Endive jambon","très facile","bon marché","4 personnes","['https:__assets.afcdn.com_recipe_20161006_1269_w150h150c1cx2000cy3000.webp', 'https:__assets.afcdn.com_recipe_20140218_6227_w150h150c1cx1296cy968.webp', 'https:__assets.afcdn.com_recipe_20100120_277_w150h150c1cx256cy192.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"65","Gâteau Banane de Stéph","très facile","bon marché","6 personnes","['https:__assets.afcdn.com_recipe_20180827_81950_w150h150c1cx1000cy750cxb2000cyb1500.webp', 'https:__assets.afcdn.com_recipe_20181017_82863_w150h150c1cx1944cy2592cxb3888cyb5184.webp', 'https:__assets.afcdn.com_recipe_20131223_39598_w150h150c1cx1728cy1296.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"66","Pâte à pizza fine","très facile","bon marché","3 pâtes fines","['https:__assets.afcdn.com_recipe_20171206_75873_w150h150c1cx2456cy1632cxb4912cyb3264.webp', 'https:__assets.afcdn.com_recipe_20180712_80809_w150h150c1cx1944cy2592cxb3888cyb5184.webp', 'https:__assets.afcdn.com_recipe_20130823_42626_w150h150c1cx1296cy968.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"67","Soupe veloutée de potimarron et pommes de terre","très facile","bon marché","4 personnes","['https:__assets.afcdn.com_recipe_20220930_135573_w150h150c1cx1300cy824cxb2121cyb1414.webp', 'https:__assets.afcdn.com_recipe_20201217_116545_w150h150c1cx704cy1063cxb1408cyb2127.webp', 'https:__assets.afcdn.com_recipe_20180713_81050_w150h150c1cx1896cy2528cxb3792cyb5056.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"68","Lapin à la moutarde maison","très facile","bon marché","1 lapin","['https:__assets.afcdn.com_recipe_20180628_80080_w150h150c1cx1818cy2361cxb3637cyb4723.webp', 'https:__assets.afcdn.com_recipe_20160404_4197_w150h150c1cx1500cy997.webp', 'https:__assets.afcdn.com_recipe_20100120_8297_w150h150c1cx256cy192.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"69","Filet de poulet au curry","facile","bon marché","4 personnes","['https:__assets.afcdn.com_recipe_20200907_114028_w150h150c1cx1834cy2751cxb3668cyb5502.webp', 'https:__assets.afcdn.com_recipe_20200907_114027_w150h150c1cx2880cy1920cxb5760cyb3840.webp', 'https:__assets.afcdn.com_recipe_20180827_81937_w150h150c1cx2304cy1728cxb4608cyb3456.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"70","Galette des rois","très facile","bon marché","6 personnes","['https:__assets.afcdn.com_recipe_20161206_9654_w150h150c1cx2792cy1861.webp', 'https:__assets.afcdn.com_recipe_20161206_9656_w150h150c1cx2000cy3000.webp', 'https:__assets.afcdn.com_recipe_20150104_25512_w150h150c1cx480cy317.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"71","Gâteau au chocolat des écoliers","facile","bon marché","8 enfants","['https:__assets.afcdn.com_recipe_20171220_76165_w150h150c1cx2000cy3000cxb4000cyb6000.webp', 'https:__assets.afcdn.com_recipe_20171220_76164_w150h150c1cx3000cy2000cxb6000cyb4000.webp', 'https:__assets.afcdn.com_recipe_20160331_36957_w150h150c1cx1500cy1000.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"73","Pancakes : la vraie recette","très facile","bon marché","18 crêpes","['https:__assets.afcdn.com_recipe_20221013_136076_w150h150c1cx3072cy1728cxb6144cyb3456.webp', 'https:__assets.afcdn.com_recipe_20140330_19158_w150h150c1cx1024cy1024.webp', 'https:__assets.afcdn.com_recipe_20100120_10363_w150h150c1cx256cy192.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"74","Baba au rhum express","très facile","bon marché","1 gâteau","['https:__assets.afcdn.com_recipe_20160527_53994_w150h150c1cx1812cy2718.webp', 'https:__assets.afcdn.com_recipe_20160527_53991_w150h150c1cx1920cy2880.webp', 'https:__assets.afcdn.com_recipe_20160527_53996_w150h150c1cx2880cy1920.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"75","Tatin de magret de canard au foie gras","facile","moyen","1 personne","['https:__assets.afcdn.com_recipe_20130122_64052_w150h150c1cx876cy823.webp', 'https:__assets.afcdn.com_recipe_20140127_66304_w150h150c1cx567cy425.webp', 'https:__assets.afcdn.com_recipe_20140127_62815_w150h150c1cx1167cy767.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"76","Pâte à pizza pour MAP (machine à pain)","très facile","bon marché","2 pizzas","['https:__assets.afcdn.com_recipe_20230620_143619_w150h150c1cx960cy540cxb1920cyb1080.webp', 'https:__assets.afcdn.com_recipe_20120312_42969_w150h150c1cx256cy192.webp', 'https:__assets.afcdn.com_recipe_20131122_47028_w150h150c1cx512cy384.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"77","Cuisse de canard à l'orientale","facile","bon marché","4 personnes","['https:__assets.afcdn.com_recipe_20200828_113366_w150h150c1cx2880cy1920cxb5760cyb3840.webp', 'https:__assets.afcdn.com_recipe_20180827_81936_w150h150c1cx1288cy1932cxb2576cyb3865.webp', 'https:__assets.afcdn.com_recipe_20100120_3354_w150h150c1cx256cy192.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"78","Mousse au citron et au Mascarpone (très facile)","très facile","bon marché","6 personnes","['https:__assets.afcdn.com_recipe_20201203_116055_w150h150c1cx960cy540cxb1920cyb1080.webp', 'https:__assets.afcdn.com_recipe_20150814_17425_w150h150c1cx1728cy2592.webp', 'https:__assets.afcdn.com_recipe_20130303_19572_w150h150c1cx256cy192.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"79","Ramequins au chocolat aux coeurs fondants","très facile","bon marché","4 personnes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"80","Boeuf braisé aux carottes","très facile","bon marché","6 personnes","['https:__assets.afcdn.com_recipe_20180622_79920_w150h150c1cx1944cy2592cxb3888cyb5184.webp', 'https:__assets.afcdn.com_recipe_20100120_27254_w150h150c1cx256cy192.webp', 'https:__assets.afcdn.com_recipe_20130828_30912_w150h150c1cx1632cy1224.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"81","Quiche lorraine maison","très facile","bon marché","4 personnes","['https:__assets.afcdn.com_recipe_20161128_28118_w150h150c1cx845cy3505cxb3451cyb5177.webp', 'https:__assets.afcdn.com_recipe_20221013_136150_w150h150c1cx3072cy1728cxb6144cyb3456.webp', 'https:__assets.afcdn.com_recipe_20130204_31291_w150h150c1cx1250cy1875.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"82","Canelés bordelais","moyenne","bon marché","16 personnes","['https:__assets.afcdn.com_recipe_20230621_143653_w150h150c1cx960cy540cxb1920cyb1080.webp', 'https:__assets.afcdn.com_recipe_20160713_54684_w150h150c1cx2000cy3000.webp', 'https:__assets.afcdn.com_recipe_20160713_56301_w150h150c1cx2000cy3000.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"83","Tarte chocolat - poires facile","très facile","bon marché","6 personnes","['https:__assets.afcdn.com_recipe_20171024_73829_w150h150c1cx2592cy1728cxb5184cyb3456.webp', 'https:__assets.afcdn.com_recipe_20130304_26366_w150h150c1cx1000cy1028.webp', 'https:__assets.afcdn.com_recipe_20130524_38638_w150h150c1cx192cy256.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"84","Galette des rois à la frangipane","très facile","bon marché","6 personnes","['https:__assets.afcdn.com_recipe_20230620_143627_w150h150c1cx3072cy1728cxb6144cyb3456.webp', 'https:__assets.afcdn.com_recipe_20141217_841_w150h150c1cx1250cy1875.webp', 'https:__assets.afcdn.com_recipe_20180706_80415_w150h150c1cx1944cy2592cxb3888cyb5184.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"85","Pâte brisée vite faite","très facile","bon marché","1 pâte","['https:__assets.afcdn.com_recipe_20210630_121024_w150h150c1cx2600cy2016cxb5472cyb3648.webp', 'https:__assets.afcdn.com_recipe_20221019_136418_w150h150c1cx3072cy1728cxb6144cyb3456.webp', 'https:__assets.afcdn.com_recipe_20160331_12788_w150h150c1cx983cy1500.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"86","Ratatouille","facile","moyen","4 personnes","['https:__assets.afcdn.com_recipe_20160624_36724_w150h150c1cx2248cy1500.webp', 'https:__assets.afcdn.com_recipe_20160624_36725_w150h150c1cx1455cy2180.webp', 'https:__assets.afcdn.com_recipe_20160404_36723_w150h150c1cx1500cy1000.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"87","Tiramisu aux framboises : la recette inratable","très facile","moyen","6 personnes","['https:__assets.afcdn.com_recipe_20190704_94699_w150h150c1cx2625cy3362cxb5251cyb6725.webp', 'https:__assets.afcdn.com_recipe_20190704_94696_w150h150c1cx3008cy2008cxb6016cyb4016.webp', 'https:__assets.afcdn.com_recipe_20190704_94695_w150h150c1cx2456cy3452cxb4912cyb6904.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"88","Moelleux au chocolat","très facile","bon marché","6 personnes","['https:__assets.afcdn.com_recipe_20171019_73301_w150h150c1cx1800cy1200cxb3600cyb2400.webp', 'https:__assets.afcdn.com_recipe_20180705_80267_w150h150c1cx1944cy2592cxb3888cyb5184.webp', 'https:__assets.afcdn.com_recipe_20131018_57637_w150h150c1cx1024cy1024.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"89","Velouté de butternut à la cannelle","facile","bon marché","4 personnes","['https:__assets.afcdn.com_recipe_20131121_56974_w150h150c1cx1353cy1772.webp', 'https:__assets.afcdn.com_recipe_20180711_80722_w150h150c1cx1732cy2309cxb3464cyb4619.webp', 'https:__assets.afcdn.com_recipe_20131027_53876_w150h150c1cx1224cy1632.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"90","Charlotte aux fruits d'été","très facile","bon marché","6 personnes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"91","Amour de saumon en papillote","très facile","moyen","4 personnes","['https:__assets.afcdn.com_recipe_20150922_57763_w150h150c1cx1296cy864.webp', 'https:__assets.afcdn.com_recipe_20140531_58826_w150h150c1cx1224cy1632.webp', 'https:__assets.afcdn.com_recipe_20131020_58583_w150h150c1cx1296cy968.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"92","Muffins de Sandrine","facile","bon marché","15 muffins","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"93","Flan de courgettes","très facile","bon marché","6 personnes","['https:__assets.afcdn.com_recipe_20190529_93196_w150h150c1cx1920cy2880cxb3378cyb4764.webp', 'https:__assets.afcdn.com_recipe_20190529_93195_w150h150c1cx3008cy2008cxb6016cyb4016.webp', 'https:__assets.afcdn.com_recipe_20190529_93194_w150h150c1cx2625cy1750cxb5250cyb3500.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"94","Blanquette de veau maison","facile","bon marché","6 personnes","['https:__assets.afcdn.com_recipe_20230623_143801_w150h150c1cx960cy540cxb1920cyb1080.webp', 'https:__assets.afcdn.com_recipe_20120502_6429_w150h150c1cx1181cy1771.webp', 'https:__assets.afcdn.com_recipe_20140913_6431_w150h150c1cx1125cy1500.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"95","Poulet à la moutarde, à l'estragon et aux champignons","très facile","bon marché","2 personnes","['https:__assets.afcdn.com_recipe_20200928_114467_w150h150c1cx540cy810cxb1080cyb1620.webp', 'https:__assets.afcdn.com_recipe_20200928_114466_w150h150c1cx960cy540cxb1920cyb1080.webp', 'https:__assets.afcdn.com_recipe_20160118_2653_w150h150c1cx1250cy1875.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"96","Tarte thon et tomate","très facile","bon marché","6 personnes","['https:__assets.afcdn.com_recipe_20200831_113648_w150h150c1cx540cy891cxb1080cyb1782.webp', 'https:__assets.afcdn.com_recipe_20200227_108329_w150h150c1cx1916cy2488cxb3840cyb4025.webp', 'https:__assets.afcdn.com_recipe_20200831_113647_w150h150c1cx960cy540cxb1920cyb1080.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"97","Fondant au chocolat plus que fondant","très facile","bon marché","6 personnes","['https:__assets.afcdn.com_recipe_20170614_69595_w150h150c1cx2000cy3000.webp', 'https:__assets.afcdn.com_recipe_20160404_21827_w150h150c1cx1500cy1000.webp', 'https:__assets.afcdn.com_recipe_20170614_69596_w150h150c1cx2000cy3000.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"98","Cookies aux pépites de chocolat super moelleux","très facile","bon marché","45 cookies","['https:__assets.afcdn.com_recipe_20230621_143725_w150h150c1cx960cy540cxb1920cyb1080.webp', 'https:__assets.afcdn.com_recipe_20160331_45726_w150h150c1cx1500cy1167.webp', 'https:__assets.afcdn.com_recipe_20130303_49966_w150h150c1cx256cy192.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"99","Clafoutis grand-mère aux cerises","très facile","bon marché","8 personnes","['https:__assets.afcdn.com_recipe_20190529_93128_w150h150c1cx2880cy1920cxb5760cyb3840.webp', 'https:__assets.afcdn.com_recipe_20221013_136128_w150h150c1cx3072cy1728cxb6144cyb3456.webp', 'https:__assets.afcdn.com_recipe_20190529_93126_w150h150c1cx2464cy1632cxb4928cyb3264.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"100","Petits gâteaux tout chocolat","très facile","bon marché","9 petits gâteaux","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
